Age,Education,YearsAtCompany,MonthlyIncome,SatisfactionScore,Attrition,Education_Encoded,Dept_Engineering,Dept_Finance,Dept_HR,Dept_Marketing,Dept_Sales,Attrition_Encoded,Age_MinMax,MonthlyIncome_Zscore,KMeans_Cluster,Hierarchical_Cluster
30.0,PhD,24.0,94133.18875,3.0,No,3,False,False,False,True,False,0,0.1548387096774193,2.442866214703138,3,0
56.0,Bachelor's,17.0,68658.46,2.0,No,1,False,False,False,False,True,0,0.6021505376344086,0.8346798065633837,4,3
34.0,Master's,14.0,70829.96,2.0,No,2,False,True,False,False,False,0,0.2236559139784946,0.9717637700295492,3,0
51.0,PhD,8.0,64804.51,3.0,No,3,False,False,False,True,False,0,0.5161290322580645,0.5913849684328614,1,1
35.0,High School,16.0,55095.68,1.0,No,0,False,False,True,False,False,0,0.2408602150537634,-0.0215208096096034,4,3
28.0,High School,13.0,54950.56,3.0,No,0,False,False,False,False,True,0,0.1204301075268817,-0.0306820459799512,2,2
34.0,PhD,14.0,90614.94,3.0,No,3,False,False,False,False,True,0,0.2236559139784946,2.22076375874648,3,0
43.0,Master's,0.0,70217.99,3.0,No,2,False,False,False,True,False,0,0.3784946236559139,0.933130901909637,1,1
42.5,Bachelor's,20.0,48392.43,1.0,No,1,False,False,True,False,False,0,0.3698924731182795,-0.4446882413869804,4,3
36.0,Bachelor's,21.0,78730.57,5.0,No,1,False,False,True,False,False,0,0.2580645161290322,1.47051897730582,2,2
38.0,High School,21.0,49178.96,3.0,No,0,False,True,False,False,False,0,0.2924731182795699,-0.3950356280850955,4,3
44.0,Master's,2.0,44973.97,2.0,No,2,False,False,True,False,False,0,0.3956989247311828,-0.6604911636759734,1,1
46.0,Bachelor's,15.0,75935.98,2.0,No,1,False,False,True,False,False,0,0.4301075268817204,1.2941001546196984,3,0
45.0,Master's,22.0,35355.26,3.0,No,2,False,False,True,False,False,0,0.4129032258064516,-1.2677077836306778,0,0
49.0,Master's,24.0,26293.34,2.0,No,2,True,False,False,False,False,0,0.4817204301075269,-1.839774976913347,0,0
35.0,High School,10.0,69119.27,4.0,No,0,False,True,False,False,False,0,0.2408602150537634,0.8637701409888239,2,2
21.0,Bachelor's,11.0,55095.68,1.0,Yes,1,False,False,False,False,True,1,0.0,-0.0215208096096034,3,4
45.0,PhD,9.0,56910.48,4.0,Yes,3,False,False,False,True,False,1,0.4129032258064516,0.0930451479765801,1,1
27.0,High School,15.0,49578.66,2.0,No,0,False,False,False,False,True,0,0.1032258064516129,-0.36980308827509,4,3
29.0,Bachelor's,7.0,51422.6,5.0,No,1,False,True,False,False,False,0,0.1376344086021505,-0.2533975604860959,2,2
44.0,Bachelor's,5.0,48128.35,3.0,Yes,1,False,False,False,True,False,1,0.3956989247311828,-0.461359267439085,1,1
21.0,Bachelor's,11.0,45610.11,1.0,Yes,1,False,True,False,False,False,1,0.0,-0.620332474972604,4,4
28.0,Bachelor's,23.0,49271.35,3.0,Yes,1,False,False,True,False,False,1,0.1204301075268817,-0.3892031678573087,0,2
44.0,Bachelor's,20.0,48798.23,3.0,Yes,1,False,False,False,True,False,1,0.3956989247311828,-0.419070616531088,0,3
42.5,Master's,7.0,42571.24,5.0,Yes,2,False,False,True,False,False,1,0.3698924731182795,-0.812172375529098,0,1
37.0,High School,3.0,46822.46,1.0,No,0,False,False,False,False,True,0,0.2752688172043011,-0.5437984003199651,4,3
28.0,Master's,7.0,17790.958749999994,5.0,No,2,False,False,False,False,True,0,0.1204301075268817,-2.37651921852072,0,1
55.0,PhD,17.0,65269.63,3.0,No,3,False,False,False,True,False,0,0.5849462365591398,0.6207473875382642,3,0
55.0,Bachelor's,4.0,60853.8,3.0,No,1,False,False,False,True,False,0,0.5849462365591398,0.3419817976728269,1,1
53.0,High School,8.0,53726.37,1.0,Yes,0,False,True,False,False,False,1,0.5505376344086022,-0.107963564393787,4,3
25.0,Bachelor's,3.0,58559.87,4.0,No,1,False,True,False,False,False,0,0.0688172043010752,0.1971689879496212,2,4
59.0,High School,21.0,59103.66,2.0,No,0,False,False,True,False,False,0,0.6537634408602151,0.2314977415730457,4,3
42.5,Master's,16.0,44139.97,3.0,No,2,False,False,False,True,False,0,0.3698924731182795,-0.7131404961792117,0,0
27.0,High School,8.0,47011.3,3.0,Yes,0,False,False,False,False,True,1,0.1032258064516129,-0.5318771773584402,2,2
29.0,PhD,0.0,62924.75,4.0,No,3,False,True,False,False,False,0,0.1376344086021505,0.4727181707514615,1,1
28.0,PhD,20.0,58112.55,4.0,No,3,False,True,False,False,False,0,0.1204301075268817,0.1689302596338555,3,0
32.0,High School,19.0,85649.81,5.0,No,0,False,False,False,False,True,0,0.1892473118279569,1.9073215761423985,2,2
54.0,High School,12.0,79294.18,5.0,No,0,False,True,False,False,False,0,0.567741935483871,1.5060989416848962,2,2
53.0,High School,15.0,68995.18,2.0,No,0,False,False,True,False,False,0,0.5505376344086022,0.855936501096345,4,3
43.0,High School,12.0,43573.98,2.0,No,0,False,False,False,True,False,0,0.3784946236559139,-0.7488707068548804,4,3
44.0,PhD,13.0,46531.64,1.0,No,3,False,False,False,False,True,0,0.3956989247311828,-0.5621574877043676,3,0
57.0,Bachelor's,2.0,39969.3,5.0,Yes,1,False,False,False,True,False,1,0.6193548387096774,-0.9764294549217548,1,1
55.0,High School,5.0,59196.36,3.0,Yes,0,False,True,False,False,False,1,0.5849462365591398,0.2373497716966069,4,1
42.0,High School,17.0,17790.958749999994,5.0,No,0,False,True,False,False,False,0,0.3612903225806451,-2.37651921852072,0,3
47.0,PhD,18.0,48120.71,3.0,Yes,3,False,False,False,False,True,1,0.4473118279569892,-0.4618415706768844,0,0
55.0,PhD,4.0,50399.25,4.0,No,3,False,False,True,False,False,0,0.5849462365591398,-0.3180003115858428,1,1
21.0,Master's,14.0,32135.64,5.0,No,2,True,False,False,False,False,0,0.0,-1.470958195997676,0,2
55.0,High School,24.0,66966.04,4.0,No,0,False,False,False,False,True,0,0.5849462365591398,0.7278395387994373,0,0
57.0,Master's,1.0,37912.87,2.0,No,2,True,False,False,False,False,0,0.6193548387096774,-1.1062491993337864,1,1
34.0,PhD,9.0,59016.14,2.0,No,3,True,False,False,False,False,0,0.2236559139784946,0.2259727180950078,3,4
23.0,PhD,23.0,94133.18875,1.0,No,3,False,False,True,False,False,0,0.0344086021505376,2.442866214703138,3,0
21.0,Bachelor's,17.0,30834.92,5.0,No,1,True,False,False,False,False,0,0.0,-1.5530709535199927,0,2
25.0,High School,12.0,52771.73,4.0,No,0,True,False,False,False,False,0,0.0688172043010752,-0.1682287427881413,2,2
46.0,Master's,4.0,55095.68,3.0,No,2,False,False,True,False,False,0,0.4301075268817204,-0.0215208096096034,1,1
79.125,PhD,22.0,45970.47,2.0,No,3,True,False,False,False,False,0,1.0,-0.5975834180650896,0,0
59.0,PhD,23.0,66403.77,2.0,Yes,3,True,False,False,False,False,1,0.6537634408602151,0.692344166873064,3,0
47.0,Master's,0.0,71594.94,3.0,No,2,True,False,False,False,False,0,0.4473118279569892,1.02005595993162,1,1
29.0,Bachelor's,21.0,66574.57,3.0,No,1,False,False,False,False,True,0,0.1376344086021505,0.7031265481579001,3,0
35.0,PhD,0.0,44149.91,4.0,No,3,False,False,False,False,True,0,0.2408602150537634,-0.7125129969405039,1,1
35.0,High School,17.0,91507.72,3.0,No,0,False,False,False,False,True,0,0.2408602150537634,2.277123796003364,2,2
46.0,PhD,14.0,28446.35,5.0,Yes,3,False,False,True,False,False,1,0.4301075268817204,-1.703858263037091,0,1
33.0,High School,16.0,39510.56,1.0,Yes,0,False,True,False,False,False,1,0.2064516129032258,-1.005389112946378,4,3
52.0,Master's,10.0,57545.94,2.0,No,2,True,False,False,False,False,0,0.5333333333333333,0.1331609091666374,1,1
59.0,High School,20.0,56340.91,5.0,Yes,0,True,False,False,False,False,1,0.6537634408602151,0.0570889365690628,0,0
52.0,Master's,24.0,62320.66,4.0,No,2,False,False,True,False,False,0,0.5333333333333333,0.4345827567564003,0,0
24.0,High School,21.0,78702.01,3.0,No,0,True,False,False,False,False,0,0.0516129032258064,1.4687160217467157,2,2
50.0,Master's,16.0,53202.24,4.0,No,2,False,False,False,False,True,0,0.4989247311827957,-0.1410512078529268,0,0
57.0,High School,12.0,56705.94,2.0,No,0,False,True,False,False,False,0,0.6193548387096774,0.0801328044871168,4,3
43.0,Bachelor's,0.0,46082.26,4.0,No,1,False,False,False,True,False,0,0.3784946236559139,-0.59052626113399,1,1
59.0,High School,1.0,63824.93,1.0,No,0,True,False,False,False,False,0,0.6537634408602151,0.5295453603590936,4,3
35.0,High School,8.0,50222.82,2.0,No,0,False,False,False,True,False,0,0.2408602150537634,-0.3291381074294235,4,3
49.0,Bachelor's,2.0,50214.14,3.0,No,1,False,False,False,True,False,0,0.4817204301075269,-0.329686064511112,1,1
56.0,PhD,0.0,63152.25,1.0,No,3,False,True,False,False,False,0,0.6021505376344086,0.487079949102165,1,1
33.0,PhD,20.0,70523.81,2.0,No,3,False,False,False,True,False,0,0.2064516129032258,0.9524369197347448,3,0
52.0,High School,15.0,21878.4,3.0,No,0,False,False,False,False,True,0,0.5333333333333333,-2.1184843822393025,4,3
27.0,Bachelor's,22.0,60411.68,1.0,No,1,False,False,False,True,False,0,0.1032258064516129,0.3140713385765057,3,0
42.0,High School,5.0,50946.95,1.0,No,0,False,False,True,False,False,0,0.3612903225806451,-0.2834247247608746,4,3
48.0,Master's,16.0,69214.25,2.0,No,2,False,False,False,True,False,0,0.4645161290322581,0.8697661045393723,3,0
22.0,Master's,4.0,51248.16,3.0,No,2,True,False,False,False,False,0,0.0172043010752688,-0.2644097302245428,2,4
26.0,High School,4.0,74515.79,3.0,No,0,True,False,False,False,False,0,0.086021505376344,1.204445411780641,2,4
48.0,PhD,5.0,44853.8,1.0,Yes,3,False,False,True,False,False,1,0.4645161290322581,-0.668077339079947,1,1
48.0,PhD,2.0,21545.05,3.0,No,3,False,False,False,False,True,0,0.4645161290322581,-2.139528333066586,1,1
40.0,High School,20.0,70773.9,4.0,No,0,True,False,False,False,False,0,0.3268817204301075,0.9682247753291509,2,2
42.5,High School,22.0,42346.83,2.0,No,0,False,True,False,False,False,0,0.3698924731182795,-0.826339086209016,4,3
31.0,Master's,4.0,31296.22,2.0,No,2,True,False,False,False,False,0,0.1720430107526881,-1.5239496860334891,1,4
48.0,PhD,20.0,55240.8,5.0,No,3,True,False,False,False,False,0,0.4645161290322581,-0.0123595732392555,0,0
45.0,High School,4.0,51412.32,5.0,No,0,False,False,False,False,True,0,0.4129032258064516,-0.2540465234814595,2,1
59.0,Master's,9.0,67346.57,2.0,Yes,2,False,False,False,True,False,1,0.6537634408602151,0.7518619015062215,1,1
53.0,PhD,9.0,68386.16,5.0,No,3,True,False,False,False,False,0,0.5505376344086022,0.8174898626297722,1,0
21.0,Bachelor's,18.0,56434.31,3.0,Yes,1,False,False,True,False,False,1,0.0,0.0629851567798567,2,2
47.0,Master's,16.0,41727.76,2.0,No,2,False,False,False,True,False,0,0.4473118279569892,-0.8654201680708622,4,0
33.0,PhD,20.0,59304.12,5.0,No,3,False,True,False,False,False,0,0.2064516129032258,0.2441525199826369,0,0
23.0,PhD,13.0,57477.92,2.0,No,3,False,False,False,False,True,0,0.0344086021505376,0.1288668952615169,3,0
59.0,Master's,8.0,63534.05,4.0,No,2,False,True,False,False,False,0,0.6537634408602151,0.5111824852529283,1,0
26.0,Bachelor's,13.0,41877.9,1.0,No,1,False,False,False,True,False,0,0.086021505376344,-0.8559420256463584,4,4
28.0,Master's,0.0,48994.41,2.0,Yes,2,False,False,False,True,False,1,0.1204301075268817,-0.406686028940578,1,4
47.0,PhD,18.0,62640.67,1.0,No,3,False,False,False,True,False,0,0.4473118279569892,0.4547845707784159,3,0
29.0,High School,12.0,73709.91,5.0,Yes,0,False,True,False,False,False,1,0.1376344086021505,1.153571258210246,2,2
57.0,High School,12.0,69488.83,1.0,No,0,False,False,False,True,False,0,0.6193548387096774,0.887099981899971,4,3
53.0,Master's,3.0,56230.82,2.0,No,2,False,True,False,False,False,0,0.5505376344086022,0.050139098421243,1,1
44.0,PhD,0.0,47689.07,4.0,Yes,3,False,False,False,True,False,1,0.3956989247311828,-0.4890904410386324,1,1
35.0,High School,16.0,61057.31,5.0,No,0,False,False,True,False,False,0,0.2408602150537634,0.3548291186053613,2,2
52.0,PhD,7.0,38629.14,2.0,No,3,False,False,False,True,False,0,0.5333333333333333,-1.0610320082161673,1,1
52.0,Master's,1.0,42744.98,5.0,Yes,2,False,True,False,False,False,1,0.5333333333333333,-0.8012043958778835,1,1
44.0,High School,7.0,77646.57,3.0,No,0,True,False,False,False,False,0,0.3956989247311828,1.4020874707908195,2,2
32.0,PhD,6.0,61030.52,1.0,No,3,False,False,False,True,False,0,0.1892473118279569,0.3531379008382609,3,4
59.0,High School,1.0,49787.1,3.0,No,0,True,False,False,False,False,0,0.6537634408602151,-0.3566445428710436,1,1
22.0,Master's,21.0,67437.08,2.0,No,2,False,False,True,False,False,0,0.0172043010752688,0.7575756797854395,3,0
42.5,PhD,21.0,74304.62,4.0,No,3,False,False,False,False,True,0,0.3698924731182795,1.1911145250363857,3,0
57.0,High School,2.0,48330.44,5.0,No,0,False,False,True,False,False,0,0.6193548387096774,-0.4486015892549368,1,1
37.0,Master's,17.0,48588.88,1.0,No,2,False,False,False,True,False,0,0.2752688172043011,-0.4322866090485379,3,0
22.0,High School,11.0,46710.31,5.0,No,0,True,False,False,False,False,0,0.0172043010752688,-0.5508782835816416,2,2
22.0,High School,0.0,55095.68,2.0,No,0,True,False,False,False,False,0,0.0172043010752688,-0.0215208096096034,2,4
48.0,Bachelor's,21.0,69603.36,5.0,No,1,False,True,False,False,False,0,0.4645161290322581,0.8943301114582393,0,0
43.0,Bachelor's,11.0,75788.55,3.0,No,1,True,False,False,False,False,0,0.3784946236559139,1.2847930909614826,2,0
57.0,Master's,4.0,70129.04,2.0,Yes,2,False,True,False,False,False,1,0.6193548387096774,0.9275156043962512,1,1
52.0,Bachelor's,24.0,30516.73,5.0,Yes,1,False,False,False,False,True,1,0.5333333333333333,-1.573157873315203,0,3
53.0,Master's,16.0,59214.46,4.0,No,2,False,False,False,True,False,0,0.5505376344086022,0.2384924010950584,0,0
42.5,Bachelor's,15.0,39124.22,2.0,No,1,False,True,False,False,False,0,0.3698924731182795,-1.0297782533771946,4,3
39.0,High School,14.0,47306.28,2.0,No,0,False,False,False,False,True,0,0.3096774193548387,-0.5132554745984821,4,3
22.0,Master's,22.0,57558.91,4.0,Yes,2,True,False,False,False,False,1,0.0172043010752688,0.1339796883543677,3,0
46.0,Master's,14.0,67533.48,3.0,No,2,True,False,False,False,False,0,0.4301075268817204,0.7636612860843746,3,0
52.0,High School,4.0,41637.35,1.0,Yes,0,False,False,False,False,True,1,0.5333333333333333,-0.8711276334804761,4,3
42.5,Master's,20.0,20129.21,3.0,No,2,True,False,False,False,False,0,0.3698924731182795,-2.228908466077839,0,0
52.0,Master's,13.0,57707.96,5.0,No,2,False,False,False,False,True,0,0.5333333333333333,0.14338902050018,0,0
24.0,Bachelor's,1.0,94133.18875,4.0,No,1,False,True,False,False,False,0,0.0516129032258064,2.442866214703138,2,4
31.0,Master's,10.0,51957.31,3.0,No,2,False,False,False,True,False,0,0.1720430107526881,-0.2196420154227787,3,4
37.0,PhD,18.0,55095.68,2.0,Yes,3,False,False,False,False,True,1,0.2752688172043011,-0.0215208096096034,3,0
58.0,High School,6.0,81732.45,5.0,No,0,False,True,False,False,False,0,0.6365591397849463,1.660023747395533,2,2
44.0,Bachelor's,5.0,63854.12,5.0,No,1,False,True,False,False,False,0,0.3956989247311828,0.531388086996707,2,1
25.0,Bachelor's,1.0,58252.92,3.0,No,1,False,True,False,False,False,0,0.0688172043010752,0.1777916346979794,2,4
54.0,PhD,5.0,61631.75,3.0,Yes,3,False,False,True,False,False,1,0.567741935483871,0.391092766762628,1,1
26.0,High School,17.0,58753.66,4.0,No,0,False,False,False,True,False,0,0.086021505376344,0.2094026979565788,2,2
42.0,High School,1.0,37903.68,1.0,No,0,True,False,False,False,False,0,0.3612903225806451,-1.106829352050459,4,3
31.0,Bachelor's,17.0,34878.32,3.0,No,1,False,False,True,False,False,0,0.1720430107526881,-1.2978163839233574,0,2
36.0,Master's,14.0,83302.42,3.0,Yes,2,False,True,False,False,False,1,0.2580645161290322,1.7591339063285176,3,0
53.0,Bachelor's,18.0,57758.25,2.0,Yes,1,False,False,False,False,True,1,0.5505376344086022,0.1465637626243861,4,3
29.0,High School,1.0,56501.43,5.0,No,0,False,True,False,False,False,0,0.1376344086021505,0.0672223548585348,2,2
26.0,PhD,19.0,53646.59,1.0,No,3,False,False,False,True,False,0,0.086021505376344,-0.1129999717644209,3,0
36.0,Bachelor's,24.0,66716.1,2.0,Yes,1,False,True,False,False,False,1,0.2580645161290322,0.7120611525094388,3,0
49.0,High School,5.0,93080.37,4.0,No,0,False,False,False,False,True,0,0.4817204301075269,2.376403139841754,2,2
42.5,Bachelor's,0.0,62859.29,4.0,Yes,1,False,False,False,True,False,1,0.3698924731182795,0.4685857663082218,1,1
