Age,Education,YearsAtCompany,MonthlyIncome,SatisfactionScore,Attrition,Education_Encoded,Dept_Engineering,Dept_Finance,Dept_HR,Dept_Marketing,Dept_Sales,Attrition_Encoded,Age_MinMax,MonthlyIncome_Zscore
36.0,Bachelor's,21.0,78730.57,5.0,No,1,False,False,True,False,False,0,0.25806451612903225,1.47051897730582
38.0,High School,21.0,49178.96,3.0,No,0,False,True,False,False,False,0,0.2924731182795699,-0.3950356280850955
44.0,Master's,2.0,44973.97,2.0,No,2,False,False,True,False,False,0,0.3956989247311828,-0.6604911636759734
46.0,Bachelor's,15.0,75935.98,2.0,No,1,False,False,True,False,False,0,0.43010752688172044,1.2941001546196984
45.0,Master's,22.0,35355.26,3.0,No,2,False,False,True,False,False,0,0.4129032258064516,-1.2677077836306778
49.0,Master's,24.0,26293.34,2.0,No,2,True,False,False,False,False,0,0.4817204301075269,-1.8397749769133467
35.0,High School,10.0,69119.27,4.0,No,0,False,True,False,False,False,0,0.24086021505376345,0.8637701409888239
21.0,Bachelor's,11.0,55095.68,1.0,Yes,1,False,False,False,False,True,1,0.0,-0.021520809609603418
45.0,PhD,9.0,56910.48,4.0,Yes,3,False,False,False,True,False,1,0.4129032258064516,0.09304514797658014
27.0,High School,15.0,49578.66,2.0,No,0,False,False,False,False,True,0,0.1032258064516129,-0.36980308827509
29.0,Bachelor's,7.0,51422.6,5.0,No,1,False,True,False,False,False,0,0.13763440860215054,-0.25339756048609596
44.0,Bachelor's,5.0,48128.35,3.0,Yes,1,False,False,False,True,False,1,0.3956989247311828,-0.46135926743908506
21.0,Bachelor's,11.0,45610.11,1.0,Yes,1,False,True,False,False,False,1,0.0,-0.620332474972604
28.0,Bachelor's,23.0,49271.35,3.0,Yes,1,False,False,True,False,False,1,0.12043010752688173,-0.38920316785730874
44.0,Bachelor's,20.0,48798.23,3.0,Yes,1,False,False,False,True,False,1,0.3956989247311828,-0.419070616531088
42.5,Master's,7.0,42571.24,5.0,Yes,2,False,False,True,False,False,1,0.36989247311827955,-0.812172375529098
37.0,High School,3.0,46822.46,1.0,No,0,False,False,False,False,True,0,0.2752688172043011,-0.5437984003199651
28.0,Master's,7.0,17790.958749999994,5.0,No,2,False,False,False,False,True,0,0.12043010752688173,-2.37651921852072
55.0,PhD,17.0,65269.63,3.0,No,3,False,False,False,True,False,0,0.5849462365591398,0.6207473875382642
55.0,Bachelor's,4.0,60853.8,3.0,No,1,False,False,False,True,False,0,0.5849462365591398,0.34198179767282694
53.0,High School,8.0,53726.37,1.0,Yes,0,False,True,False,False,False,1,0.5505376344086022,-0.10796356439378707
25.0,Bachelor's,3.0,58559.87,4.0,No,1,False,True,False,False,False,0,0.06881720430107527,0.19716898794962123
59.0,High School,21.0,59103.66,2.0,No,0,False,False,True,False,False,0,0.6537634408602151,0.2314977415730457
42.5,Master's,16.0,44139.97,3.0,No,2,False,False,False,True,False,0,0.36989247311827955,-0.7131404961792117
27.0,High School,8.0,47011.3,3.0,Yes,0,False,False,False,False,True,1,0.1032258064516129,-0.5318771773584402
29.0,PhD,0.0,62924.75,4.0,No,3,False,True,False,False,False,0,0.13763440860215054,0.47271817075146155
28.0,PhD,20.0,58112.55,4.0,No,3,False,True,False,False,False,0,0.12043010752688173,0.16893025963385558
32.0,High School,19.0,85649.81,5.0,No,0,False,False,False,False,True,0,0.18924731182795698,1.9073215761423985
54.0,High School,12.0,79294.18,5.0,No,0,False,True,False,False,False,0,0.567741935483871,1.5060989416848962
53.0,High School,15.0,68995.18,2.0,No,0,False,False,True,False,False,0,0.5505376344086022,0.855936501096345
43.0,High School,12.0,43573.98,2.0,No,0,False,False,False,True,False,0,0.37849462365591396,-0.7488707068548804
44.0,PhD,13.0,46531.64,1.0,No,3,False,False,False,False,True,0,0.3956989247311828,-0.5621574877043676
57.0,Bachelor's,2.0,39969.3,5.0,Yes,1,False,False,False,True,False,1,0.6193548387096774,-0.9764294549217548
55.0,High School,5.0,59196.36,3.0,Yes,0,False,True,False,False,False,1,0.5849462365591398,0.23734977169660693
42.0,High School,17.0,17790.958749999994,5.0,No,0,False,True,False,False,False,0,0.36129032258064514,-2.37651921852072
47.0,PhD,18.0,48120.71,3.0,Yes,3,False,False,False,False,True,1,0.44731182795698926,-0.46184157067688447
55.0,PhD,4.0,50399.25,4.0,No,3,False,False,True,False,False,0,0.5849462365591398,-0.3180003115858428
21.0,Master's,14.0,32135.64,5.0,No,2,True,False,False,False,False,0,0.0,-1.4709581959976759
55.0,High School,24.0,66966.04,4.0,No,0,False,False,False,False,True,0,0.5849462365591398,0.7278395387994373
57.0,Master's,1.0,37912.87,2.0,No,2,True,False,False,False,False,0,0.6193548387096774,-1.1062491993337864
34.0,PhD,9.0,59016.14,2.0,No,3,True,False,False,False,False,0,0.22365591397849463,0.2259727180950078
23.0,PhD,23.0,94133.18875,1.0,No,3,False,False,True,False,False,0,0.034408602150537634,2.442866214703138
21.0,Bachelor's,17.0,30834.92,5.0,No,1,True,False,False,False,False,0,0.0,-1.5530709535199927
25.0,High School,12.0,52771.73,4.0,No,0,True,False,False,False,False,0,0.06881720430107527,-0.1682287427881413
46.0,Master's,4.0,55095.68,3.0,No,2,False,False,True,False,False,0,0.43010752688172044,-0.021520809609603418
79.125,PhD,22.0,45970.47,2.0,No,3,True,False,False,False,False,0,1.0,-0.5975834180650896
59.0,PhD,23.0,66403.77,2.0,Yes,3,True,False,False,False,False,1,0.6537634408602151,0.692344166873064
47.0,Master's,0.0,71594.94,3.0,No,2,True,False,False,False,False,0,0.44731182795698926,1.0200559599316201
29.0,Bachelor's,21.0,66574.57,3.0,No,1,False,False,False,False,True,0,0.13763440860215054,0.7031265481579001
35.0,PhD,0.0,44149.91,4.0,No,3,False,False,False,False,True,0,0.24086021505376345,-0.7125129969405039
35.0,High School,17.0,91507.72,3.0,No,0,False,False,False,False,True,0,0.24086021505376345,2.2771237960033637
46.0,PhD,14.0,28446.35,5.0,Yes,3,False,False,True,False,False,1,0.43010752688172044,-1.703858263037091
33.0,High School,16.0,39510.56,1.0,Yes,0,False,True,False,False,False,1,0.2064516129032258,-1.0053891129463781
52.0,Master's,10.0,57545.94,2.0,No,2,True,False,False,False,False,0,0.5333333333333333,0.13316090916663745
59.0,High School,20.0,56340.91,5.0,Yes,0,True,False,False,False,False,1,0.6537634408602151,0.057088936569062824
52.0,Master's,24.0,62320.66,4.0,No,2,False,False,True,False,False,0,0.5333333333333333,0.43458275675640035
24.0,High School,21.0,78702.01,3.0,No,0,True,False,False,False,False,0,0.05161290322580645,1.4687160217467157
50.0,Master's,16.0,53202.24,4.0,No,2,False,False,False,False,True,0,0.4989247311827957,-0.14105120785292682
57.0,High School,12.0,56705.94,2.0,No,0,False,True,False,False,False,0,0.6193548387096774,0.08013280448711682
43.0,Bachelor's,0.0,46082.26,4.0,No,1,False,False,False,True,False,0,0.37849462365591396,-0.59052626113399
59.0,High School,1.0,63824.93,1.0,No,0,True,False,False,False,False,0,0.6537634408602151,0.5295453603590936
35.0,High School,8.0,50222.82,2.0,No,0,False,False,False,True,False,0,0.24086021505376345,-0.32913810742942357
49.0,Bachelor's,2.0,50214.14,3.0,No,1,False,False,False,True,False,0,0.4817204301075269,-0.329686064511112
56.0,PhD,0.0,63152.25,1.0,No,3,False,True,False,False,False,0,0.6021505376344086,0.48707994910216507
33.0,PhD,20.0,70523.81,2.0,No,3,False,False,False,True,False,0,0.2064516129032258,0.9524369197347448
52.0,High School,15.0,21878.4,3.0,No,0,False,False,False,False,True,0,0.5333333333333333,-2.1184843822393025
27.0,Bachelor's,22.0,60411.68,1.0,No,1,False,False,False,True,False,0,0.1032258064516129,0.3140713385765057
42.0,High School,5.0,50946.95,1.0,No,0,False,False,True,False,False,0,0.36129032258064514,-0.2834247247608746
48.0,Master's,16.0,69214.25,2.0,No,2,False,False,False,True,False,0,0.4645161290322581,0.8697661045393723
22.0,Master's,4.0,51248.16,3.0,No,2,True,False,False,False,False,0,0.017204301075268817,-0.2644097302245428
26.0,High School,4.0,74515.79,3.0,No,0,True,False,False,False,False,0,0.08602150537634409,1.2044454117806407
48.0,PhD,5.0,44853.8,1.0,Yes,3,False,False,True,False,False,1,0.4645161290322581,-0.668077339079947
48.0,PhD,2.0,21545.05,3.0,No,3,False,False,False,False,True,0,0.4645161290322581,-2.139528333066586
40.0,High School,20.0,70773.9,4.0,No,0,True,False,False,False,False,0,0.32688172043010755,0.9682247753291509
42.5,High School,22.0,42346.83,2.0,No,0,False,True,False,False,False,0,0.36989247311827955,-0.826339086209016
31.0,Master's,4.0,31296.22,2.0,No,2,True,False,False,False,False,0,0.17204301075268819,-1.5239496860334891
48.0,PhD,20.0,55240.8,5.0,No,3,True,False,False,False,False,0,0.4645161290322581,-0.012359573239255593
45.0,High School,4.0,51412.32,5.0,No,0,False,False,False,False,True,0,0.4129032258064516,-0.25404652348145956
59.0,Master's,9.0,67346.57,2.0,Yes,2,False,False,False,True,False,1,0.6537634408602151,0.7518619015062215
53.0,PhD,9.0,68386.16,5.0,No,3,True,False,False,False,False,0,0.5505376344086022,0.8174898626297722
21.0,Bachelor's,18.0,56434.31,3.0,Yes,1,False,False,True,False,False,1,0.0,0.06298515677985678
47.0,Master's,16.0,41727.76,2.0,No,2,False,False,False,True,False,0,0.44731182795698926,-0.8654201680708622
33.0,PhD,20.0,59304.12,5.0,No,3,False,True,False,False,False,0,0.2064516129032258,0.24415251998263698
23.0,PhD,13.0,57477.92,2.0,No,3,False,False,False,False,True,0,0.034408602150537634,0.12886689526151696
59.0,Master's,8.0,63534.05,4.0,No,2,False,True,False,False,False,0,0.6537634408602151,0.5111824852529283
26.0,Bachelor's,13.0,41877.9,1.0,No,1,False,False,False,True,False,0,0.08602150537634409,-0.8559420256463584
28.0,Master's,0.0,48994.41,2.0,Yes,2,False,False,False,True,False,1,0.12043010752688173,-0.40668602894057804
47.0,PhD,18.0,62640.67,1.0,No,3,False,False,False,True,False,0,0.44731182795698926,0.45478457077841594
29.0,High School,12.0,73709.91,5.0,Yes,0,False,True,False,False,False,1,0.13763440860215054,1.153571258210246
57.0,High School,12.0,69488.83,1.0,No,0,False,False,False,True,False,0,0.6193548387096774,0.887099981899971
53.0,Master's,3.0,56230.82,2.0,No,2,False,True,False,False,False,0,0.5505376344086022,0.050139098421243034
44.0,PhD,0.0,47689.07,4.0,Yes,3,False,False,False,True,False,1,0.3956989247311828,-0.4890904410386324
35.0,High School,16.0,61057.31,5.0,No,0,False,False,True,False,False,0,0.24086021505376345,0.35482911860536137
52.0,PhD,7.0,38629.14,2.0,No,3,False,False,False,True,False,0,0.5333333333333333,-1.0610320082161673
52.0,Master's,1.0,42744.98,5.0,Yes,2,False,True,False,False,False,1,0.5333333333333333,-0.8012043958778835
44.0,High School,7.0,77646.57,3.0,No,0,True,False,False,False,False,0,0.3956989247311828,1.4020874707908197
32.0,PhD,6.0,61030.52,1.0,No,3,False,False,False,True,False,0,0.18924731182795698,0.3531379008382609
59.0,High School,1.0,49787.1,3.0,No,0,True,False,False,False,False,0,0.6537634408602151,-0.3566445428710436
22.0,Master's,21.0,67437.08,2.0,No,2,False,False,True,False,False,0,0.017204301075268817,0.7575756797854395
42.5,PhD,21.0,74304.62,4.0,No,3,False,False,False,False,True,0,0.36989247311827955,1.1911145250363857
57.0,High School,2.0,48330.44,5.0,No,0,False,False,True,False,False,0,0.6193548387096774,-0.4486015892549368
37.0,Master's,17.0,48588.88,1.0,No,2,False,False,False,True,False,0,0.2752688172043011,-0.43228660904853794
22.0,High School,11.0,46710.31,5.0,No,0,True,False,False,False,False,0,0.017204301075268817,-0.5508782835816416
22.0,High School,0.0,55095.68,2.0,No,0,True,False,False,False,False,0,0.017204301075268817,-0.021520809609603418
48.0,Bachelor's,21.0,69603.36,5.0,No,1,False,True,False,False,False,0,0.4645161290322581,0.8943301114582393
43.0,Bachelor's,11.0,75788.55,3.0,No,1,True,False,False,False,False,0,0.37849462365591396,1.2847930909614826
57.0,Master's,4.0,70129.04,2.0,Yes,2,False,True,False,False,False,1,0.6193548387096774,0.9275156043962512
52.0,Bachelor's,24.0,30516.73,5.0,Yes,1,False,False,False,False,True,1,0.5333333333333333,-1.573157873315203
53.0,Master's,16.0,59214.46,4.0,No,2,False,False,False,True,False,0,0.5505376344086022,0.2384924010950584
42.5,Bachelor's,15.0,39124.22,2.0,No,1,False,True,False,False,False,0,0.36989247311827955,-1.0297782533771946
39.0,High School,14.0,47306.28,2.0,No,0,False,False,False,False,True,0,0.3096774193548387,-0.5132554745984821
22.0,Master's,22.0,57558.91,4.0,Yes,2,True,False,False,False,False,1,0.017204301075268817,0.13397968835436774
46.0,Master's,14.0,67533.48,3.0,No,2,True,False,False,False,False,0,0.43010752688172044,0.7636612860843746
52.0,High School,4.0,41637.35,1.0,Yes,0,False,False,False,False,True,1,0.5333333333333333,-0.8711276334804761
42.5,Master's,20.0,20129.21,3.0,No,2,True,False,False,False,False,0,0.36989247311827955,-2.228908466077839
52.0,Master's,13.0,57707.96,5.0,No,2,False,False,False,False,True,0,0.5333333333333333,0.14338902050018001
24.0,Bachelor's,1.0,94133.18875,4.0,No,1,False,True,False,False,False,0,0.05161290322580645,2.442866214703138
31.0,Master's,10.0,51957.31,3.0,No,2,False,False,False,True,False,0,0.17204301075268819,-0.21964201542277878
37.0,PhD,18.0,55095.68,2.0,Yes,3,False,False,False,False,True,1,0.2752688172043011,-0.021520809609603418
58.0,High School,6.0,81732.45,5.0,No,0,False,True,False,False,False,0,0.6365591397849463,1.660023747395533
44.0,Bachelor's,5.0,63854.12,5.0,No,1,False,True,False,False,False,0,0.3956989247311828,0.531388086996707
25.0,Bachelor's,1.0,58252.92,3.0,No,1,False,True,False,False,False,0,0.06881720430107527,0.17779163469797946
54.0,PhD,5.0,61631.75,3.0,Yes,3,False,False,True,False,False,1,0.567741935483871,0.391092766762628
26.0,High School,17.0,58753.66,4.0,No,0,False,False,False,True,False,0,0.08602150537634409,0.2094026979565788
42.0,High School,1.0,37903.68,1.0,No,0,True,False,False,False,False,0,0.36129032258064514,-1.106829352050459
31.0,Bachelor's,17.0,34878.32,3.0,No,1,False,False,True,False,False,0,0.17204301075268819,-1.2978163839233574
36.0,Master's,14.0,83302.42,3.0,Yes,2,False,True,False,False,False,1,0.25806451612903225,1.7591339063285176
53.0,Bachelor's,18.0,57758.25,2.0,Yes,1,False,False,False,False,True,1,0.5505376344086022,0.14656376262438614
29.0,High School,1.0,56501.43,5.0,No,0,False,True,False,False,False,0,0.13763440860215054,0.06722235485853482
26.0,PhD,19.0,53646.59,1.0,No,3,False,False,False,True,False,0,0.08602150537634409,-0.11299997176442098
36.0,Bachelor's,24.0,66716.1,2.0,Yes,1,False,True,False,False,False,1,0.25806451612903225,0.7120611525094388
49.0,High School,5.0,93080.37,4.0,No,0,False,False,False,False,True,0,0.4817204301075269,2.376403139841754
42.5,Bachelor's,0.0,62859.29,4.0,Yes,1,False,False,False,True,False,1,0.36989247311827955,0.4685857663082218
